"task_id","mode","method","repeat","seed"
"legacy_regression_seed4179803_slow_front_brake2","regression","FailureDistance-v2","9","2426678277"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","0","2167305260"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","1","3667185859"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","2","2091781320"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","3","704549121"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","4","526300620"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","5","1129457084"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","6","2163657788"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","7","2575865712"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","8","684372822"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-NoMemory","9","2426678277"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","0","2167305260"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","1","3667185859"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","2","2091781320"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","3","704549121"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","4","526300620"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","5","1129457084"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","6","2163657788"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","7","2575865712"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","8","684372822"
"legacy_regression_seed4179803_slow_front_brake2","regression","FBRT-Memory","9","2426678277"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","0","2038754166"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","1","1535429452"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","2","2513708597"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","3","3685833401"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","4","4190253312"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","5","1509561199"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","6","1426686493"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","7","1877275711"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","8","4171008014"
"compact_regression_ppo_ref_to_obs_age020","regression","Random","9","128994053"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","0","2038754166"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","1","1535429452"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","2","2513708597"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","3","3685833401"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","4","4190253312"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","5","1509561199"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","6","1426686493"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","7","1877275711"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","8","4171008014"
"compact_regression_ppo_ref_to_obs_age020","regression","HistoryRank-UCB-v2","9","128994053"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","0","2038754166"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","1","1535429452"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","2","2513708597"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","3","3685833401"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","4","4190253312"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","5","1509561199"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","6","1426686493"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","7","1877275711"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","8","4171008014"
"compact_regression_ppo_ref_to_obs_age020","regression","FailureDistance-v2","9","128994053"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","0","2038754166"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","1","1535429452"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","2","2513708597"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","3","3685833401"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","4","4190253312"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","5","1509561199"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","6","1426686493"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","7","1877275711"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","8","4171008014"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-NoMemory","9","128994053"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","0","2038754166"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","1","1535429452"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","2","2513708597"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","3","3685833401"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","4","4190253312"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","5","1509561199"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","6","1426686493"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","7","1877275711"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","8","4171008014"
"compact_regression_ppo_ref_to_obs_age020","regression","FBRT-Memory","9","128994053"
,,,,
,,,,
"legacy_regression_seed4179802_merge_brake2","regression","Random","0","3440769325"
"legacy_regression_seed4179802_merge_brake2","regression","Random","1","3243898426"
"legacy_regression_seed4179802_merge_brake2","regression","Random","2","2305163601"
"legacy_regression_seed4179802_merge_brake2","regression","Random","3","3706829367"
"legacy_regression_seed4179802_merge_brake2","regression","Random","4","3477063238"
"legacy_regression_seed4179802_merge_brake2","regression","Random","5","1263448754"
"legacy_regression_seed4179802_merge_brake2","regression","Random","6","1951072815"
"legacy_regression_seed4179802_merge_brake2","regression","Random","7","3607015566"
"legacy_regression_seed4179802_merge_brake2","regression","Random","8","3319816673"
"legacy_regression_seed4179802_merge_brake2","regression","Random","9","945167079"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","0","3440769325"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","1","3243898426"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","2","2305163601"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","3","3706829367"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","4","3477063238"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","5","1263448754"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","6","1951072815"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","7","3607015566"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","8","3319816673"
"legacy_regression_seed4179802_merge_brake2","regression","HistoryRank-UCB-v2","9","945167079"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","0","3440769325"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","1","3243898426"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","2","2305163601"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","3","3706829367"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","4","3477063238"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","5","1263448754"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","6","1951072815"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","7","3607015566"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","8","3319816673"
"legacy_regression_seed4179802_merge_brake2","regression","FailureDistance-v2","9","945167079"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","0","3440769325"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","1","3243898426"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","2","2305163601"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","3","3706829367"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","4","3477063238"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","5","1263448754"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","6","1951072815"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","7","3607015566"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","8","3319816673"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-NoMemory","9","945167079"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","0","3440769325"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","1","3243898426"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","2","2305163601"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","3","3706829367"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","4","3477063238"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","5","1263448754"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","6","1951072815"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","7","3607015566"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","8","3319816673"
"legacy_regression_seed4179802_merge_brake2","regression","FBRT-Memory","9","945167079"
,,,,
,,,,
"legacy_regression_seed4179801_merge_blind06","regression","Random","0","3667806950"
"legacy_regression_seed4179801_merge_blind06","regression","Random","1","3338546101"
"legacy_regression_seed4179801_merge_blind06","regression","Random","2","2151837901"
"legacy_regression_seed4179801_merge_blind06","regression","Random","3","2629831921"
"legacy_regression_seed4179801_merge_blind06","regression","Random","4","3348420670"
"legacy_regression_seed4179801_merge_blind06","regression","Random","5","748067227"
"legacy_regression_seed4179801_merge_blind06","regression","Random","6","2314602995"
"legacy_regression_seed4179801_merge_blind06","regression","Random","7","1755305899"
"legacy_regression_seed4179801_merge_blind06","regression","Random","8","2294974799"
"legacy_regression_seed4179801_merge_blind06","regression","Random","9","3052370408"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","0","3667806950"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","1","3338546101"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","2","2151837901"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","3","2629831921"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","4","3348420670"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","5","748067227"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","6","2314602995"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","7","1755305899"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","8","2294974799"
"legacy_regression_seed4179801_merge_blind06","regression","HistoryRank-UCB-v2","9","3052370408"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","0","3667806950"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","1","3338546101"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","2","2151837901"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","3","2629831921"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","4","3348420670"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","5","748067227"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","6","2314602995"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","7","1755305899"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","8","2294974799"
"legacy_regression_seed4179801_merge_blind06","regression","FailureDistance-v2","9","3052370408"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","0","3667806950"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","1","3338546101"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","2","2151837901"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","3","2629831921"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","4","3348420670"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","5","748067227"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","6","2314602995"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","7","1755305899"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","8","2294974799"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-NoMemory","9","3052370408"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","0","3667806950"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","1","3338546101"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","2","2151837901"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","3","2629831921"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","4","3348420670"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","5","748067227"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","6","2314602995"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","7","1755305899"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","8","2294974799"
"legacy_regression_seed4179801_merge_blind06","regression","FBRT-Memory","9","3052370408"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","0","661762926"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","1","3023287165"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","2","98270703"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","3","3906744588"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","4","2599555931"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","5","4264460476"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","6","369540276"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","7","1913069366"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","8","2734579304"
"legacy_regression_seed4179801_slow_front_brake2","regression","Random","9","2806383839"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","0","661762926"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","1","3023287165"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","2","98270703"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","3","3906744588"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","4","2599555931"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","5","4264460476"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","6","369540276"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","7","1913069366"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","8","2734579304"
"legacy_regression_seed4179801_slow_front_brake2","regression","HistoryRank-UCB-v2","9","2806383839"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","0","661762926"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","1","3023287165"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","2","98270703"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","3","3906744588"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","4","2599555931"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","5","4264460476"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","6","369540276"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","7","1913069366"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","8","2734579304"
"legacy_regression_seed4179801_slow_front_brake2","regression","FailureDistance-v2","9","2806383839"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","0","661762926"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","1","3023287165"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","2","98270703"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","3","3906744588"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","4","2599555931"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","5","4264460476"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","6","369540276"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","7","1913069366"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","8","2734579304"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-NoMemory","9","2806383839"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","0","661762926"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","1","3023287165"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","2","98270703"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","3","3906744588"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","4","2599555931"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","5","4264460476"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","6","369540276"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","7","1913069366"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","8","2734579304"
"legacy_regression_seed4179801_slow_front_brake2","regression","FBRT-Memory","9","2806383839"
,,,,
,,,,
