scenario_id,catalogue_id,template_id,parameter_name,value,unit,lower_bound,upper_bound,range_status,sampling_kind,fixed_context,context_id,source_ids
4179901:S05:space_filling:8,S05,fbrt_lane_change_rear,rear_closing_speed_mps,6.061772182583809,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:9,S05,fbrt_lane_change_rear,rear_clearance_m,45.97568232566118,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:9,S05,fbrt_lane_change_rear,rear_closing_speed_mps,2.297934051603079,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:10,S05,fbrt_lane_change_rear,rear_clearance_m,51.95713268220425,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:10,S05,fbrt_lane_change_rear,rear_closing_speed_mps,8.813998587429523,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:11,S05,fbrt_lane_change_rear,rear_clearance_m,27.633096992969513,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:11,S05,fbrt_lane_change_rear,rear_closing_speed_mps,2.514453176409006,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:12,S05,fbrt_lane_change_rear,rear_clearance_m,31.648878384381533,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:12,S05,fbrt_lane_change_rear,rear_closing_speed_mps,7.035185256972909,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:13,S05,fbrt_lane_change_rear,rear_clearance_m,49.574670288711786,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:13,S05,fbrt_lane_change_rear,rear_closing_speed_mps,0.8551180269569159,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:14,S05,fbrt_lane_change_rear,rear_clearance_m,43.39326721057296,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:14,S05,fbrt_lane_change_rear,rear_closing_speed_mps,8.069581808522344,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:15,S05,fbrt_lane_change_rear,rear_clearance_m,12.670552652329206,m,8,60,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S05:space_filling:15,S05,fbrt_lane_change_rear,rear_closing_speed_mps,4.351975945755839,m/s,0,10,RESEARCH_RANGE,space_filling,"{""duration_s"": 12, ""ego_speed_mps"": 25, ""lane_count"": 2, ""lead_clearance_m"": 25, ""lead_speed_mps"": 18}",S05:research_v2:765fea4d7c,S6
4179901:S06:anchor_like:0,S06,fbrt_moving_lead,initial_clearance_m,33.75,m,15,90,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:0,S06,fbrt_moving_lead,lead_speed_mps,21.75,m/s,20,27,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:1,S06,fbrt_moving_lead,initial_clearance_m,33.75,m,15,90,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:1,S06,fbrt_moving_lead,lead_speed_mps,25.25,m/s,20,27,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:2,S06,fbrt_moving_lead,initial_clearance_m,71.25,m,15,90,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:2,S06,fbrt_moving_lead,lead_speed_mps,21.75,m/s,20,27,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:3,S06,fbrt_moving_lead,initial_clearance_m,71.25,m,15,90,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:anchor_like:3,S06,fbrt_moving_lead,lead_speed_mps,25.25,m/s,20,27,RESEARCH_RANGE,anchor_like,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:4,S06,fbrt_moving_lead,initial_clearance_m,58.8470448134467,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:4,S06,fbrt_moving_lead,lead_speed_mps,21.158864394761622,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:5,S06,fbrt_moving_lead,initial_clearance_m,42.86176004447043,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:5,S06,fbrt_moving_lead,lead_speed_mps,26.966635636985302,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:6,S06,fbrt_moving_lead,initial_clearance_m,23.546213759109378,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:6,S06,fbrt_moving_lead,lead_speed_mps,22.41453619208187,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:7,S06,fbrt_moving_lead,initial_clearance_m,78.16230499651283,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:7,S06,fbrt_moving_lead,lead_speed_mps,23.85329886712134,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:8,S06,fbrt_moving_lead,initial_clearance_m,89.94307437445968,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:8,S06,fbrt_moving_lead,lead_speed_mps,23.138324049301445,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:9,S06,fbrt_moving_lead,initial_clearance_m,30.671084029600024,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:9,S06,fbrt_moving_lead,lead_speed_mps,24.549729596823454,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:10,S06,fbrt_moving_lead,initial_clearance_m,49.95445721782744,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:10,S06,fbrt_moving_lead,lead_speed_mps,20.024987044744194,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:11,S06,fbrt_moving_lead,initial_clearance_m,70.65998728852719,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:11,S06,fbrt_moving_lead,lead_speed_mps,25.805401211604476,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:12,S06,fbrt_moving_lead,initial_clearance_m,64.87553700339049,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:12,S06,fbrt_moving_lead,lead_speed_mps,22.05342677794397,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:13,S06,fbrt_moving_lead,initial_clearance_m,43.28773451037705,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:13,S06,fbrt_moving_lead,lead_speed_mps,24.368053945712745,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:14,S06,fbrt_moving_lead,initial_clearance_m,25.17609774135053,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:14,S06,fbrt_moving_lead,lead_speed_mps,21.564232151955366,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:15,S06,fbrt_moving_lead,initial_clearance_m,82.98688767012209,m,15,90,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S06:space_filling:15,S06,fbrt_moving_lead,lead_speed_mps,26.49616563040763,m/s,20,27,RESEARCH_RANGE,space_filling,"{""duration_s"": 15, ""ego_speed_mps"": 25, ""lane_count"": 2}",S06:research_v2:429554a92d,S4
4179901:S08:anchor_like:0,S08,fbrt_cutin_then_brake,initial_clearance_m,22.5,m,10,60,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:0,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,2.25,m/s^2,1,6,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:1,S08,fbrt_cutin_then_brake,initial_clearance_m,22.5,m,10,60,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:1,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,4.75,m/s^2,1,6,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:2,S08,fbrt_cutin_then_brake,initial_clearance_m,47.5,m,10,60,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:2,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,2.25,m/s^2,1,6,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:3,S08,fbrt_cutin_then_brake,initial_clearance_m,47.5,m,10,60,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:anchor_like:3,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,4.75,m/s^2,1,6,RESEARCH_RANGE,anchor_like,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:4,S08,fbrt_cutin_then_brake,initial_clearance_m,48.83883245289326,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:4,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,5.725216440856457,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:5,S08,fbrt_cutin_then_brake,initial_clearance_m,16.705999234691262,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:5,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,2.6237822268158197,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:6,S08,fbrt_cutin_then_brake,initial_clearance_m,25.99848037585616,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:6,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,4.325145235285163,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:7,S08,fbrt_cutin_then_brake,initial_clearance_m,45.430137580260634,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:7,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,1.1747279055416584,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:8,S08,fbrt_cutin_then_brake,initial_clearance_m,38.37929199449718,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:8,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,3.9188102949410677,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:9,S08,fbrt_cutin_then_brake,initial_clearance_m,32.99972893670201,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:9,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,2.088564470410347,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:10,S08,fbrt_cutin_then_brake,initial_clearance_m,11.268090726807714,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:10,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,5.035673942416906,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:11,S08,fbrt_cutin_then_brake,initial_clearance_m,54.3248001858592,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:11,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,3.117692483589053,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:12,S08,fbrt_cutin_then_brake,initial_clearance_m,59.56109942868352,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:12,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,4.483189884573221,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:13,S08,fbrt_cutin_then_brake,initial_clearance_m,14.943666560575366,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:13,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,1.3243815060704947,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:14,S08,fbrt_cutin_then_brake,initial_clearance_m,30.88922243565321,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:14,S08,fbrt_cutin_then_brake,lead_deceleration_mps2,5.5611433032900095,m/s^2,1,6,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
4179901:S08:space_filling:15,S08,fbrt_cutin_then_brake,initial_clearance_m,37.8294135350734,m,10,60,RESEARCH_RANGE,space_filling,"{""brake_after_measured_merge_s"": 0.3, ""brake_duration_s"": 1.5, ""duration_s"": 18, ""ego_speed_mps"": 25, ""event_start_s"": 1, ""lane_change_time_scale_s"": 1.5, ""lane_count"": 2, ""lead_speed_floor_mps"": 5, ""lead_speed_mps"": 20}",S08:research_v2:7661a087be,S3;S4;L2;L3
