scenario_id,template_id,initial_clearance_m,lane_change_duration_s,lead_deceleration_mps2,static_target_ttc_s,lane_count,ego_speed_mps,lead_speed_mps
4179803:fbrt_cutin:initial:20,fbrt_cutin,24.153880981728435,2.351373888552189,,,2,25.0,20.0
4179803:fbrt_cutin:initial:21,fbrt_cutin,38.69848866201937,1.4239843815565107,,,2,25.0,20.0
4179803:fbrt_cutin:initial:22,fbrt_cutin,45.95535085722804,2.6928784020245073,,,2,25.0,20.0
4179803:fbrt_cutin:initial:23,fbrt_cutin,18.20499350875616,1.0691120468080042,,,2,25.0,20.0
4179803:fbrt_cutin:initial:24,fbrt_cutin,15.307464415207505,1.9206718035042285,,,2,25.0,20.0
4179803:fbrt_cutin:initial:25,fbrt_cutin,48.33954478614032,1.5179923318326471,,,2,25.0,20.0
4179803:fbrt_cutin:initial:26,fbrt_cutin,35.83204195648432,2.7862248972058294,,,2,25.0,20.0
4179803:fbrt_cutin:initial:27,fbrt_cutin,26.508274730294943,0.6377530843019485,,,2,25.0,20.0
4179803:fbrt_cutin:initial:28,fbrt_cutin,21.611156430095434,2.4112710446119308,,,2,25.0,20.0
4179803:fbrt_cutin:initial:29,fbrt_cutin,30.905919320881367,1.012781073153019,,,2,25.0,20.0
4179803:fbrt_cutin:initial:30,fbrt_cutin,43.41214041225612,2.1456437431275845,,,2,25.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:1,fbrt_lead_emergency_brake,101.28909598570317,,3.025668819434941,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:6,fbrt_lead_emergency_brake,119.95891574304551,,7.635556251741946,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,111.28364167641848,,5.192144533619285,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:17,fbrt_lead_emergency_brake,96.18600155692548,,4.637067277915776,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:21,fbrt_lead_emergency_brake,89.78428425267339,,3.459510483779013,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:22,fbrt_lead_emergency_brake,107.1085252193734,,6.746797353960574,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:25,fbrt_lead_emergency_brake,112.9200280411169,,3.6785429921001196,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,102.72746085654944,,7.037673333659768,,1,20.0,20.0
4179803:fbrt_stop_hold_go:initial:0,fbrt_stop_hold_go,28.34958055242896,,2.364187023602426,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:1,fbrt_stop_hold_go,17.445302131585777,,3.5909542441368103,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:2,fbrt_stop_hold_go,7.119200791232288,,2.76506392005831,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:3,fbrt_stop_hold_go,27.234199825674295,,4.549936765804887,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,23.015800531953573,,3.30200157687068,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:5,fbrt_stop_hold_go,11.154008242301643,,4.903849045746028,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:6,fbrt_stop_hold_go,13.429240043275058,,2.577168894931674,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:7,fbrt_stop_hold_go,32.54911622777581,,3.9871217207983136,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:8,fbrt_stop_hold_go,34.3195737041533,,3.1206143647432327,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:9,fbrt_stop_hold_go,15.199813927523792,,4.337207860313356,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,9.17258274834603,,2.02320490218699,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:11,fbrt_stop_hold_go,21.034258630126715,,3.7949742013588548,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:12,fbrt_stop_hold_go,25.129788491874933,,2.558531786315143,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,5.014673049561679,,4.150045212358236,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,19.338745447807014,,3.3353672372177243,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:15,fbrt_stop_hold_go,30.243140276521444,,4.732056377455592,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:16,fbrt_stop_hold_go,29.652844911441207,,3.446543605066836,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:17,fbrt_stop_hold_go,18.264193800278008,,4.667531671002507,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:18,fbrt_stop_hold_go,4.363932435400784,,2.4355565598234534,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:19,fbrt_stop_hold_go,23.994558779522777,,4.226368777453899,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:20,fbrt_stop_hold_go,20.444124018773437,,2.1344616021960974,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:21,fbrt_stop_hold_go,8.097959038801491,,3.7303695203736424,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,14.549030815251172,,2.9977190233767033,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:23,fbrt_stop_hold_go,33.18453430943191,,4.41345118265599,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:24,fbrt_stop_hold_go,31.202031580731273,,2.7003674376755953,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:25,fbrt_stop_hold_go,12.56664449442178,,3.9110215166583657,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,9.867601660080254,,3.1906018927693367,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:27,fbrt_stop_hold_go,22.213650232180953,,4.968150391243398,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,25.88718724064529,,2.8881823094561696,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:29,fbrt_stop_hold_go,6.2564444886520505,,4.473916357383132,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,16.15870523173362,,2.2527072755619884,,2,15.0,15.0
4179803:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,27.547472750768065,,3.6553360112011433,,2,15.0,15.0
4179803:fbrt_cutout_static:initial:1,fbrt_cutout_static,19.02367004007101,,,3.243186581879854,2,20.0,20.0
4179803:fbrt_cutout_static:initial:3,fbrt_cutout_static,28.105944404378533,,,3.574566532392055,2,20.0,20.0
4179803:fbrt_cutout_static:initial:4,fbrt_cutout_static,24.854367090389132,,,2.6259345849975944,2,20.0,20.0
4179803:fbrt_cutout_static:initial:5,fbrt_cutout_static,10.618826320394874,,,3.80019987327978,2,20.0,20.0
4179803:fbrt_cutout_static:initial:7,fbrt_cutout_static,29.82689880952239,,,2.8808178110048175,2,20.0,20.0
4179803:fbrt_cutout_static:initial:8,fbrt_cutout_static,30.721315377391875,,,2.326149289496243,2,20.0,20.0
4179803:fbrt_cutout_static:initial:9,fbrt_cutout_static,16.48693332169205,,,3.4955797656439245,2,20.0,20.0
4179803:fbrt_cutout_static:initial:11,fbrt_cutout_static,22.166138536296785,,,3.1671750554814935,2,20.0,20.0
4179803:fbrt_cutout_static:initial:13,fbrt_cutout_static,11.390708449296653,,,2.9582118671387434,2,20.0,20.0
4179803:fbrt_cutout_static:initial:15,fbrt_cutout_static,33.94581498671323,,,3.8802645900286734,2,20.0,20.0
4179803:fbrt_cutout_static:initial:16,fbrt_cutout_static,34.35188661236316,,,2.439555431250483,2,20.0,20.0
4179803:fbrt_cutout_static:initial:17,fbrt_cutout_static,21.369666342623532,,,3.931185068562627,2,20.0,20.0
4179803:fbrt_cutout_static:initial:19,fbrt_cutout_static,25.81298829894513,,,3.044003135059029,2,20.0,20.0
4179803:fbrt_cutout_static:initial:21,fbrt_cutout_static,9.536907902918756,,,3.081984458025545,2,20.0,20.0
4179803:fbrt_cutout_static:initial:23,fbrt_cutout_static,30.855976686812937,,,3.44403984118253,2,20.0,20.0
4179803:fbrt_cutout_static:initial:25,fbrt_cutout_static,15.403037797659636,,,2.8102896395139396,2,20.0,20.0
4179803:fbrt_cutout_static:initial:27,fbrt_cutout_static,23.19658831320703,,,3.694954096339643,2,20.0,20.0
4179803:fbrt_cutout_static:initial:29,fbrt_cutout_static,13.735191131010652,,,3.6792125329375267,2,20.0,20.0
4179803:fbrt_cutout_static:initial:31,fbrt_cutout_static,31.654591269791126,,,3.3143339012749493,2,20.0,20.0
4179803:fbrt_cutin:probe:2,fbrt_cutin,13.04,1.2,,,2,25.0,20.0
4179803:fbrt_cutin:probe:3,fbrt_cutin,13.04,2.4,,,2,25.0,20.0
4179803:fbrt_stop_hold_go:probe:0,fbrt_stop_hold_go,4.0,,2.0,,2,15.0,15.0
4179803:fbrt_stop_hold_go:probe:1,fbrt_stop_hold_go,4.0,,5.0,,2,15.0,15.0
4179803:fbrt_stop_hold_go:probe:2,fbrt_stop_hold_go,7.72,,2.75,,2,15.0,15.0
4179803:fbrt_stop_hold_go:probe:3,fbrt_stop_hold_go,7.72,,4.25,,2,15.0,15.0
4179803:fbrt_cutout_static:probe:1,fbrt_cutout_static,8.0,,,4.0,2,20.0,20.0
4179803:fbrt_cutout_static:probe:3,fbrt_cutout_static,11.24,,,3.375,2,20.0,20.0
4179803:fbrt_cutin:core_boundary:0,fbrt_cutin,11.725813926644623,1.2464729133993386,,,2,25.0,20.0
4179803:fbrt_lead_emergency_brake:core_boundary:2,fbrt_lead_emergency_brake,91.36933484231122,,4.564863035455346,,1,20.0,20.0
4179803:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,100.33848391380161,,6.399114792700857,,1,20.0,20.0
4179803:fbrt_stop_hold_go:core_extra:0,fbrt_stop_hold_go,11.75,,2.0,,2,15.0,15.0
4179803:fbrt_stop_hold_go:core_extra:1,fbrt_stop_hold_go,11.75,,5.0,,2,15.0,15.0
4179803:fbrt_stop_hold_go:core_extra:2,fbrt_stop_hold_go,14.85,,2.75,,2,15.0,15.0
4179803:fbrt_stop_hold_go:core_extra:3,fbrt_stop_hold_go,14.85,,4.25,,2,15.0,15.0
4179803:fbrt_cutout_static:core_boundary:0,fbrt_cutout_static,10.911430031526834,,,2.8150917540770024,2,20.0,20.0
4179803:fbrt_cutout_static:core_boundary:2,fbrt_cutout_static,16.07488654111512,,,2.7166366120800376,2,20.0,20.0
4179803:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,22.39116415893659,,,2.5878096078522503,2,20.0,20.0
